# Реестр установленных фактов книги 1
# Формат: КЛЮЧ <TAB> ВЕРНОЕ <TAB> ЗАПРЕЩЁННЫЕ ВАРИАНТЫ (через |) <TAB> комментарий
# Пустое поле запрещённых = проверяется только наличие.
# Используется scripts/canon_check.py

## --- ТОПОНИМЫ ---
улица_ложки	Малая Гончарная	Малая Канатная|Малой Канатной|Малую Канатную	адрес «Серебряной ложки», гл.1,2,3,5,10
Ханна о чужих умениях	видела дважды; один человек стал левшой в тридцать лет; спрашивал не «откуда», а «пройдёт ли»	ch-17
последствие перехода умения	дрожь кистей 2–3 декады, нарушенный сон, подобранное правое плечо (компенсаторная установка от чужой привычки)	ch-17
Лиран о самодоносах	за двадцать три года являлись сами шестеро; «разное»	ch-17
срок_обучения_арклайт	пять лет: два года младшего отделения + три курса направления		решение ревизии; приём в 15, выпуск/допуск на третьем курсе направления
возраст_поступления	пятнадцать		проверка дара при поступлении и повторно на младшем отделении, оба раза ниже порога
младшее_отделение	два года, без специализации		строй, бег, счёт, чистописание, общая карта; по направлениям разбирают с третьего года
счёт_лет_сильвии	пять лет в Арклайте = три года на направлении		'пять лет' — про Арклайт и пустую строку; 'три года' — про направление, Кайра, Хельгу, ch-04
зверь_на_землях_альброндов	нет и не водится		ch-18: Сильвия проверяет сырую колею и не находит ни одного следа; Рэйна за две ходки не видела зверя; еду носят своё и покупают
отряд_привычки	Тавия 6 склянок утром, Рэйна снимает тетиву на привале, Райгар спит четверть колокола		ch-18; у Акацуки привычка одна — не иметь привычек, поэтому его 11 лет не находят
книги_сильвии_в_походе	8 всего: 4 несёт Райгар, 4 у неё		у неё травник Восточных предгорий, осадное дело, свод судебных решений, про повадки зверья
родина_кетта	Дау-Иннет, низина, три дня на юго-запад от Аннвира		ch-20; община дворов на сорок, была на приёме; Акацуки спрашивает происхождение каждого, кого ему дают, — на случай возврата тела
отклик_райгара	третий ранг, тратит целиком на то, чтобы держать себя		ch-20: земля под подошвой проседает кольцом, нож встал на ладонь и не пошёл; Рэйна со склона этого не видела
отклик_рэйны	второй ранг, 'умеренный, устойчивый'		подсветить на два шага, подогреть воду; 8 из 10 с сорока шагов — от 200 выстрелов в день, не от отклика
правило_акацуки	огонь идёт в шаг, без остановки на замах		в отличие от Ирсаля на аттестации (полторы секунды неподвижно); работает на виду, чтобы смотрели не на щит Райгара
сеу_раммет	родник обеззвучен так же, как чаша на приёме		вода осталась водой, потеряла запах и вкус; делали три дня; на среднем валуне затёртый рисунок, камень тёплый в тени
шрам_сильвии_ладонь	левая ладонь рассечена поперёк у основания пальцев собственным клинком (взялась за полосу) — гл. 20, кустарник; 9 стежков в два приёма (Тавия), разошлось на Сеу-Раммет; рубец постоянный, Агнис свести не берётся (гл. 22)
шрам_сильвии_бровь	левая бровь рассечена обухом топора, задето левое ухо — гл. 20; заросла с уступом, волос на рубце нет; Ханна: свести можно было в первые три дня (гл. 24)
рука_сильвии_ограничение	после гл. 20 левая сжимается на две трети, мизинец и безымянный чувствуют хуже; клинок 10 дней только правой; двуручное ведение восстанавливается не ранее весны
первое_убийство_сильвии	гл. 20, кустарник у Дау-Иннет: человек с рыжей щетиной, топор для дров, заплата другого цвета изнутри правого рукава; два осознанных решения — довести полосу и добить лежащего под челюсть
плечо_сильвии	правое плечо бросает дугу на середине (третье движение); причина — нет тела под приставленными руками; Тень: год мяса, сна и работы
численность_гильдии	4 200 в основной части, около 6 000 с прилегающими секциями		устами Лирана в гл. 8; оценка «шесть тысяч» у Тени и со стороны — законна
численность_колонны	320 всего, 300 строевых		разница — обозники, водовозы, писари
